day_of_week,month,meal_slot,scenario,academic_event,is_raining,attendance_pct,actual_attendance
0,7,breakfast,post_holiday,holiday,0,0.4385,263
0,7,lunch,post_holiday,holiday,0,0.564,338
0,7,dinner,post_holiday,holiday,0,0.6145,369
1,7,breakfast,post_holiday,holiday,0,0.3837,230
1,7,lunch,post_holiday,holiday,0,0.5287,317
1,7,dinner,post_holiday,holiday,0,0.5819,349
2,7,breakfast,post_holiday,holiday,0,0.4381,263
2,7,lunch,post_holiday,holiday,0,0.5909,355
2,7,dinner,post_holiday,holiday,0,0.5867,352
3,7,breakfast,rain_weekend,holiday,1,0.2102,126
3,7,lunch,rain_weekend,holiday,1,0.6212,373
3,7,dinner,rain_weekend,holiday,1,0.7333,440
4,7,breakfast,post_holiday,holiday,0,0.406,244
4,7,lunch,post_holiday,holiday,0,0.5693,342
4,7,dinner,post_holiday,holiday,0,0.6506,390
5,7,breakfast,rain_weekend,holiday,1,0.2013,121
5,7,lunch,rain_weekend,holiday,1,0.5733,344
5,7,dinner,rain_weekend,holiday,1,0.5984,359
6,7,breakfast,post_holiday,holiday,0,0.4364,262
6,7,lunch,post_holiday,holiday,0,0.6006,360
6,7,dinner,post_holiday,holiday,0,0.6463,388
0,7,breakfast,post_holiday,holiday,0,0.3837,230
0,7,lunch,post_holiday,holiday,0,0.5505,330
0,7,dinner,post_holiday,holiday,0,0.5779,347
1,7,breakfast,rain_weekend,holiday,1,0.201,121
1,7,lunch,rain_weekend,holiday,1,0.5375,322
1,7,dinner,rain_weekend,holiday,1,0.6639,398
2,7,breakfast,rain_weekend,holiday,1,0.2288,137
2,7,lunch,rain_weekend,holiday,1,0.6429,386
2,7,dinner,rain_weekend,holiday,1,0.6673,400
3,7,breakfast,post_holiday,holiday,0,0.3847,231
3,7,lunch,post_holiday,holiday,0,0.5329,320
3,7,dinner,post_holiday,holiday,0,0.5785,347
4,7,breakfast,rain_weekend,holiday,1,0.1881,113
4,7,lunch,rain_weekend,holiday,1,0.54,324
4,7,dinner,rain_weekend,holiday,1,0.6939,416
5,7,breakfast,post_holiday,holiday,0,0.3285,197
5,7,lunch,post_holiday,holiday,0,0.5364,322
5,7,dinner,post_holiday,holiday,0,0.6838,410
6,7,breakfast,rain_weekend,holiday,1,0.2164,130
6,7,lunch,rain_weekend,holiday,1,0.6019,361
6,7,dinner,rain_weekend,holiday,1,0.6216,373
0,7,breakfast,post_holiday,holiday,0,0.3939,236
0,7,lunch,post_holiday,holiday,0,0.5581,335
0,7,dinner,post_holiday,holiday,0,0.6986,419
1,7,breakfast,post_holiday,holiday,0,0.3793,228
1,7,lunch,post_holiday,holiday,0,0.4878,293
1,7,dinner,post_holiday,holiday,0,0.6172,370
2,7,breakfast,post_holiday,holiday,0,0.3771,226
2,7,lunch,post_holiday,holiday,0,0.5166,310
2,7,dinner,post_holiday,holiday,0,0.6461,388
3,7,breakfast,post_holiday,holiday,0,0.3641,218
3,7,lunch,post_holiday,holiday,0,0.5552,333
3,7,dinner,post_holiday,holiday,0,0.613,368
4,7,breakfast,post_holiday,holiday,0,0.3917,235
4,7,lunch,post_holiday,holiday,0,0.4923,295
4,7,dinner,post_holiday,holiday,0,0.609,365
5,7,breakfast,rain_weekend,holiday,1,0.1814,109
5,7,lunch,rain_weekend,holiday,1,0.4984,299
5,7,dinner,rain_weekend,holiday,1,0.5674,340
6,7,breakfast,post_holiday,holiday,0,0.3843,231
6,7,lunch,post_holiday,holiday,0,0.5366,322
6,7,dinner,post_holiday,holiday,0,0.6949,417
0,7,breakfast,post_holiday,holiday,0,0.3955,237
0,7,lunch,post_holiday,holiday,0,0.6093,366
0,7,dinner,post_holiday,holiday,0,0.5762,346
1,7,breakfast,post_holiday,holiday,0,0.3602,216
1,7,lunch,post_holiday,holiday,0,0.5029,302
1,7,dinner,post_holiday,holiday,0,0.6168,370
2,7,breakfast,rain_weekend,holiday,1,0.2294,138
2,7,lunch,rain_weekend,holiday,1,0.5839,350
2,7,dinner,rain_weekend,holiday,1,0.7683,461
3,8,breakfast,rain,,1,0.3611,217
3,8,lunch,rain,,1,0.5294,318
3,8,dinner,rain,,1,0.64,384
4,8,breakfast,rain,,1,0.3972,238
4,8,lunch,rain,,1,0.5697,342
4,8,dinner,rain,,1,0.5975,358
5,8,breakfast,weekend,,0,0.2913,175
5,8,lunch,weekend,,0,0.6726,404
5,8,dinner,weekend,,0,0.8403,504
6,8,breakfast,rain_weekend,,1,0.2045,123
6,8,lunch,rain_weekend,,1,0.6007,360
6,8,dinner,rain_weekend,,1,0.6846,411
0,8,breakfast,baseline,,0,0.3803,228
0,8,lunch,baseline,,0,0.6671,400
0,8,dinner,baseline,,0,0.6911,415
1,8,breakfast,rain,,1,0.3152,189
1,8,lunch,rain,,1,0.5369,322
1,8,dinner,rain,,1,0.5982,359
2,8,breakfast,rain,,1,0.2827,170
2,8,lunch,rain,,1,0.516,310
2,8,dinner,rain,,1,0.6037,362
3,8,breakfast,rain,,1,0.3237,194
3,8,lunch,rain,,1,0.4903,294
3,8,dinner,rain,,1,0.67,402
4,8,breakfast,baseline,,0,0.3819,229
4,8,lunch,baseline,,0,0.5341,320
4,8,dinner,baseline,,0,0.7493,450
5,8,breakfast,rain_weekend,,1,0.1983,119
5,8,lunch,rain_weekend,,1,0.5987,359
5,8,dinner,rain_weekend,,1,0.6787,407
6,8,breakfast,best_menu,,0,0.4859,292
6,8,lunch,best_menu,,0,0.725,435
6,8,dinner,best_menu,,0,0.8213,493
0,8,breakfast,rain,,1,0.3482,209
0,8,lunch,rain,,1,0.5149,309
0,8,dinner,rain,,1,0.5066,304
1,8,breakfast,baseline,,0,0.42,252
1,8,lunch,baseline,,0,0.6051,363
1,8,dinner,baseline,,0,0.7255,435
2,8,breakfast,rain,pre_holiday,1,0.3088,185
2,8,lunch,rain,pre_holiday,1,0.5781,347
2,8,dinner,rain,pre_holiday,1,0.5991,359
3,8,breakfast,post_holiday,holiday,0,0.398,239
3,8,lunch,post_holiday,holiday,0,0.4751,285
3,8,dinner,post_holiday,holiday,0,0.6531,392
4,8,breakfast,post_holiday,post_holiday,0,0.3788,227
4,8,lunch,post_holiday,post_holiday,0,0.6105,366
4,8,dinner,post_holiday,post_holiday,0,0.6018,361
5,8,breakfast,rain_weekend,,1,0.1964,118
5,8,lunch,rain_weekend,,1,0.5387,323
5,8,dinner,rain_weekend,,1,0.6704,402
6,8,breakfast,best_menu,,0,0.5013,301
6,8,lunch,best_menu,,0,0.8254,495
6,8,dinner,best_menu,,0,0.94,564
0,8,breakfast,rain,,1,0.3417,205
0,8,lunch,rain,,1,0.5827,350
0,8,dinner,rain,,1,0.7061,424
1,8,breakfast,baseline,,0,0.4991,299
1,8,lunch,baseline,,0,0.538,323
1,8,dinner,baseline,,0,0.7309,439
2,8,breakfast,baseline,,0,0.4543,273
2,8,lunch,baseline,,0,0.6044,363
2,8,dinner,baseline,,0,0.74,444
3,8,breakfast,baseline,,0,0.4439,266
3,8,lunch,baseline,,0,0.6543,393
3,8,dinner,baseline,,0,0.7361,442
4,8,breakfast,rain,,1,0.3168,190
4,8,lunch,rain,,1,0.5525,331
4,8,dinner,rain,,1,0.6924,415
5,8,breakfast,weekend,,0,0.3074,184
5,8,lunch,weekend,,0,0.733,440
5,8,dinner,weekend,,0,0.7112,427
6,8,breakfast,rain_weekend,,1,0.215,129
6,8,lunch,rain_weekend,,1,0.6416,385
6,8,dinner,rain_weekend,,1,0.678,407
0,8,breakfast,rain,,1,0.3291,197
0,8,lunch,rain,,1,0.5845,351
0,8,dinner,rain,,1,0.648,389
1,8,breakfast,baseline,,0,0.4621,277
1,8,lunch,baseline,,0,0.4848,291
1,8,dinner,baseline,,0,0.773,464
2,8,breakfast,baseline,,0,0.388,233
2,8,lunch,baseline,,0,0.6562,394
2,8,dinner,baseline,,0,0.7787,467
3,8,breakfast,rain,,1,0.2986,179
3,8,lunch,rain,,1,0.5918,355
3,8,dinner,rain,,1,0.6088,365
4,8,breakfast,baseline,,0,0.4499,270
4,8,lunch,baseline,,0,0.654,392
4,8,dinner,baseline,,0,0.847,508
5,8,breakfast,weekend,,0,0.2759,166
5,8,lunch,weekend,,0,0.6939,416
5,8,dinner,weekend,,0,0.7811,469
6,9,breakfast,best_menu,,0,0.5224,313
6,9,lunch,best_menu,,0,0.7525,451
6,9,dinner,best_menu,,0,0.9666,580
0,9,breakfast,rain,,1,0.3095,186
0,9,lunch,rain,,1,0.5288,317
0,9,dinner,rain,,1,0.6446,387
1,9,breakfast,baseline,,0,0.414,248
1,9,lunch,baseline,,0,0.5806,348
1,9,dinner,baseline,,0,0.8163,490
2,9,breakfast,baseline,,0,0.399,239
2,9,lunch,baseline,,0,0.6558,393
2,9,dinner,baseline,,0,0.7778,467
3,9,breakfast,rain,,1,0.3225,193
3,9,lunch,rain,,1,0.5647,339
3,9,dinner,rain,,1,0.6523,391
4,9,breakfast,rain,,1,0.2811,169
4,9,lunch,rain,,1,0.5475,328
4,9,dinner,rain,,1,0.618,371
5,9,breakfast,weekend,,0,0.3209,193
5,9,lunch,weekend,,0,0.7828,470
5,9,dinner,weekend,,0,0.8958,537
6,9,breakfast,best_menu,,0,0.5287,317
6,9,lunch,best_menu,,0,0.8226,494
6,9,dinner,best_menu,,0,0.9552,573
0,9,breakfast,baseline,,0,0.4547,273
0,9,lunch,baseline,,0,0.6751,405
0,9,dinner,baseline,,0,0.7464,448
1,9,breakfast,rain_exam,exam,1,0.564,338
1,9,lunch,rain_exam,exam,1,0.7005,420
1,9,dinner,rain_exam,exam,1,0.7335,440
2,9,breakfast,rain_exam,exam,1,0.6146,369
2,9,lunch,rain_exam,exam,1,0.6467,388
2,9,dinner,rain_exam,exam,1,0.7777,467
3,9,breakfast,rain_exam,exam,1,0.5257,315
3,9,lunch,rain_exam,exam,1,0.7436,446
3,9,dinner,rain_exam,exam,1,0.704,422
4,9,breakfast,exam,exam,0,0.5957,357
4,9,lunch,exam,exam,0,0.6734,404
4,9,dinner,exam,exam,0,0.8703,522
5,9,breakfast,rain_exam,exam,1,0.5676,341
5,9,lunch,rain_exam,exam,1,0.6997,420
5,9,dinner,rain_exam,exam,1,0.7533,452
6,9,breakfast,exam,exam,0,0.6713,403
6,9,lunch,exam,exam,0,0.7695,462
6,9,dinner,exam,exam,0,0.7205,432
0,9,breakfast,exam,exam,0,0.5366,322
0,9,lunch,exam,exam,0,0.7354,441
0,9,dinner,exam,exam,0,0.8663,520
1,9,breakfast,rain_exam,exam,1,0.6388,383
1,9,lunch,rain_exam,exam,1,0.6775,406
1,9,dinner,rain_exam,exam,1,0.704,422
2,9,breakfast,rain_exam,exam,1,0.5587,335
2,9,lunch,rain_exam,exam,1,0.6666,400
2,9,dinner,rain_exam,exam,1,0.7912,475
3,9,breakfast,exam,exam,0,0.6919,415
3,9,lunch,exam,exam,0,0.7731,464
3,9,dinner,exam,exam,0,0.8005,480
4,9,breakfast,exam,exam,0,0.6863,412
4,9,lunch,exam,exam,0,0.7393,444
4,9,dinner,exam,exam,0,0.8138,488
5,9,breakfast,rain_weekend,,1,0.1914,115
5,9,lunch,rain_weekend,,1,0.626,376
5,9,dinner,rain_weekend,,1,0.6157,369
6,9,breakfast,best_menu,,0,0.4804,288
6,9,lunch,best_menu,,0,0.7869,472
6,9,dinner,best_menu,,0,0.9079,545
0,9,breakfast,baseline,,0,0.4004,240
0,9,lunch,baseline,,0,0.7079,425
0,9,dinner,baseline,,0,0.759,455
1,9,breakfast,rain,,1,0.3197,192
1,9,lunch,rain,,1,0.5523,331
1,9,dinner,rain,,1,0.6255,375
2,9,breakfast,rain,,1,0.3051,183
2,9,lunch,rain,,1,0.5816,349
2,9,dinner,rain,,1,0.6007,360
3,9,breakfast,rain,,1,0.2895,174
3,9,lunch,rain,,1,0.5527,332
3,9,dinner,rain,,1,0.7066,424
4,9,breakfast,rain,,1,0.3117,187
4,9,lunch,rain,,1,0.4858,291
4,9,dinner,rain,,1,0.6217,373
5,9,breakfast,weekend,,0,0.2781,167
5,9,lunch,weekend,,0,0.7127,428
5,9,dinner,weekend,,0,0.866,520
6,9,breakfast,best_menu,,0,0.5083,305
6,9,lunch,best_menu,,0,0.8919,535
6,9,dinner,best_menu,,0,0.9176,551
0,9,breakfast,rain,,1,0.3276,197
0,9,lunch,rain,,1,0.536,322
0,9,dinner,rain,,1,0.6389,383
1,10,breakfast,pre_holiday,pre_holiday,0,0.3701,222
1,10,lunch,pre_holiday,pre_holiday,0,0.3652,219
1,10,dinner,pre_holiday,pre_holiday,0,0.5524,331
2,10,breakfast,post_holiday,holiday,0,0.3651,219
2,10,lunch,post_holiday,holiday,0,0.542,325
2,10,dinner,post_holiday,holiday,0,0.6736,404
3,10,breakfast,post_holiday,post_holiday,0,0.3632,218
3,10,lunch,post_holiday,post_holiday,0,0.5948,357
3,10,dinner,post_holiday,post_holiday,0,0.7133,428
4,10,breakfast,baseline,,0,0.4851,291
4,10,lunch,baseline,,0,0.6963,418
4,10,dinner,baseline,,0,0.8178,491
5,10,breakfast,weekend,,0,0.3144,189
5,10,lunch,weekend,,0,0.7291,437
5,10,dinner,weekend,,0,0.7146,429
6,10,breakfast,best_menu,,0,0.4755,285
6,10,lunch,best_menu,,0,0.7491,449
6,10,dinner,best_menu,,0,0.9939,596
0,10,breakfast,baseline,,0,0.5035,302
0,10,lunch,baseline,,0,0.6196,372
0,10,dinner,baseline,,0,0.6809,409
1,10,breakfast,baseline,,0,0.4537,272
1,10,lunch,baseline,,0,0.6373,382
1,10,dinner,baseline,,0,0.818,491
2,10,breakfast,baseline,,0,0.4627,278
2,10,lunch,baseline,,0,0.5832,350
2,10,dinner,baseline,,0,0.777,466
3,10,breakfast,rain,,1,0.2977,179
3,10,lunch,rain,,1,0.5233,314
3,10,dinner,rain,,1,0.624,374
4,10,breakfast,baseline,,0,0.5138,308
4,10,lunch,baseline,,0,0.6283,377
4,10,dinner,baseline,,0,0.7354,441
5,10,breakfast,weekend,,0,0.2785,167
5,10,lunch,weekend,,0,0.6853,411
5,10,dinner,weekend,,0,0.7404,444
6,10,breakfast,best_menu,,0,0.5263,316
6,10,lunch,best_menu,,0,0.8825,529
6,10,dinner,best_menu,,0,0.9044,543
0,10,breakfast,baseline,,0,0.4468,268
0,10,lunch,baseline,,0,0.6335,380
0,10,dinner,baseline,,0,0.8531,512
1,10,breakfast,baseline,,0,0.3779,227
1,10,lunch,baseline,,0,0.6058,363
1,10,dinner,baseline,,0,0.7509,451
2,10,breakfast,baseline,,0,0.467,280
2,10,lunch,baseline,,0,0.6139,368
2,10,dinner,baseline,,0,0.8111,487
3,10,breakfast,baseline,,0,0.4566,274
3,10,lunch,baseline,,0,0.6821,409
3,10,dinner,baseline,,0,0.7664,460
4,10,breakfast,baseline,,0,0.4751,285
4,10,lunch,baseline,,0,0.6389,383
4,10,dinner,baseline,,0,0.7501,450
5,10,breakfast,weekend,,0,0.2412,145
5,10,lunch,weekend,,0,0.6206,372
5,10,dinner,weekend,,0,0.7089,425
6,10,breakfast,best_menu,,0,0.5225,313
6,10,lunch,best_menu,,0,0.7035,422
6,10,dinner,best_menu,,0,0.8291,497
0,10,breakfast,baseline,,0,0.5385,323
0,10,lunch,baseline,,0,0.7246,435
0,10,dinner,baseline,,0,0.7253,435
1,10,breakfast,rain,,1,0.2876,173
1,10,lunch,rain,,1,0.4519,271
1,10,dinner,rain,,1,0.6274,376
2,10,breakfast,baseline,,0,0.4469,268
2,10,lunch,baseline,,0,0.5523,331
2,10,dinner,baseline,,0,0.7043,423
3,10,breakfast,baseline,,0,0.4632,278
3,10,lunch,baseline,,0,0.6545,393
3,10,dinner,baseline,,0,0.6708,402
4,10,breakfast,baseline,,0,0.4212,253
4,10,lunch,baseline,,0,0.6654,399
4,10,dinner,baseline,,0,0.7494,450
5,10,breakfast,weekend,,0,0.2924,175
5,10,lunch,weekend,,0,0.7205,432
5,10,dinner,weekend,,0,0.8217,493
6,10,breakfast,best_menu,,0,0.5987,359
6,10,lunch,best_menu,,0,0.8645,519
6,10,dinner,best_menu,,0,0.8815,529
0,10,breakfast,baseline,,0,0.5196,312
0,10,lunch,baseline,,0,0.7327,440
0,10,dinner,baseline,,0,0.6763,406
1,10,breakfast,baseline,,0,0.5035,302
1,10,lunch,baseline,,0,0.5797,348
1,10,dinner,baseline,,0,0.6706,402
2,10,breakfast,baseline,,0,0.4651,279
2,10,lunch,baseline,,0,0.6281,377
2,10,dinner,baseline,,0,0.711,427
3,10,breakfast,baseline,,0,0.4244,255
3,10,lunch,baseline,,0,0.5888,353
3,10,dinner,baseline,,0,0.8869,532
4,11,breakfast,baseline,,0,0.4819,289
4,11,lunch,baseline,,0,0.6086,365
4,11,dinner,baseline,,0,0.7388,443
5,11,breakfast,weekend,,0,0.2364,142
5,11,lunch,weekend,,0,0.6228,374
5,11,dinner,weekend,,0,0.6699,402
6,11,breakfast,best_menu,,0,0.4823,289
6,11,lunch,best_menu,,0,0.8848,531
6,11,dinner,best_menu,,0,0.8968,538
0,11,breakfast,baseline,,0,0.4648,279
0,11,lunch,baseline,,0,0.673,404
0,11,dinner,baseline,,0,0.6959,418
1,11,breakfast,baseline,,0,0.4762,286
1,11,lunch,baseline,,0,0.6041,362
1,11,dinner,baseline,,0,0.7836,470
2,11,breakfast,baseline,,0,0.4302,258
2,11,lunch,baseline,,0,0.5764,346
2,11,dinner,baseline,,0,0.679,407
3,11,breakfast,baseline,,0,0.3677,221
3,11,lunch,baseline,,0,0.6377,383
3,11,dinner,baseline,,0,0.7696,462
4,11,breakfast,baseline,,0,0.451,271
4,11,lunch,baseline,,0,0.6622,397
4,11,dinner,baseline,,0,0.7871,472
5,11,breakfast,weekend,,0,0.3306,198
5,11,lunch,weekend,,0,0.6439,386
5,11,dinner,weekend,,0,0.8888,533
6,11,breakfast,best_menu,,0,0.5779,347
6,11,lunch,best_menu,,0,0.8044,483
6,11,dinner,best_menu,,0,0.8703,522
0,11,breakfast,baseline,,0,0.4438,266
0,11,lunch,baseline,,0,0.5543,333
0,11,dinner,baseline,,0,0.808,485
1,11,breakfast,baseline,,0,0.4213,253
1,11,lunch,baseline,,0,0.6486,389
1,11,dinner,baseline,,0,0.7065,424
2,11,breakfast,baseline,,0,0.4779,287
2,11,lunch,baseline,,0,0.6314,379
2,11,dinner,baseline,,0,0.8544,513
3,11,breakfast,baseline,,0,0.486,292
3,11,lunch,baseline,,0,0.6383,383
3,11,dinner,baseline,,0,0.7977,479
4,11,breakfast,baseline,,0,0.4482,269
4,11,lunch,baseline,,0,0.6275,376
4,11,dinner,baseline,,0,0.6998,420
5,11,breakfast,weekend,,0,0.3156,189
5,11,lunch,weekend,,0,0.7332,440
5,11,dinner,weekend,,0,0.8796,528
6,11,breakfast,best_menu,,0,0.5173,310
6,11,lunch,best_menu,,0,0.8239,494
6,11,dinner,best_menu,,0,0.8551,513
0,11,breakfast,rain_exam,exam,1,0.5553,333
0,11,lunch,rain_exam,exam,1,0.7531,452
0,11,dinner,rain_exam,exam,1,0.7547,453
1,11,breakfast,rain_exam,exam,1,0.639,383
1,11,lunch,rain_exam,exam,1,0.5509,331
1,11,dinner,rain_exam,exam,1,0.6152,369
2,11,breakfast,exam,exam,0,0.6531,392
2,11,lunch,exam,exam,0,0.748,449
2,11,dinner,exam,exam,0,0.7747,465
3,11,breakfast,exam,exam,0,0.7542,453
3,11,lunch,exam,exam,0,0.7817,469
3,11,dinner,exam,exam,0,0.8784,527
4,11,breakfast,exam,exam,0,0.6295,378
4,11,lunch,exam,exam,0,0.6084,365
4,11,dinner,exam,exam,0,0.8845,531
5,11,breakfast,exam,exam,0,0.5681,341
5,11,lunch,exam,exam,0,0.6945,417
5,11,dinner,exam,exam,0,0.7864,472
6,11,breakfast,exam,exam,0,0.6528,392
6,11,lunch,exam,exam,0,0.611,367
6,11,dinner,exam,exam,0,0.9093,546
0,11,breakfast,exam,exam,0,0.6369,382
0,11,lunch,exam,exam,0,0.5878,353
0,11,dinner,exam,exam,0,0.7976,479
1,11,breakfast,exam,exam,0,0.5055,303
1,11,lunch,exam,exam,0,0.7129,428
1,11,dinner,exam,exam,0,0.7849,471
2,11,breakfast,exam,exam,0,0.6149,369
2,11,lunch,exam,exam,0,0.757,454
2,11,dinner,exam,exam,0,0.9059,544
3,11,breakfast,exam,exam,0,0.6394,384
3,11,lunch,exam,exam,0,0.7554,453
3,11,dinner,exam,exam,0,0.7637,458
4,11,breakfast,exam,exam,0,0.6105,366
4,11,lunch,exam,exam,0,0.7004,420
4,11,dinner,exam,exam,0,0.8651,519
5,11,breakfast,weekend,,0,0.3055,183
5,11,lunch,weekend,,0,0.7542,453
5,11,dinner,weekend,,0,0.8017,481
6,12,breakfast,best_menu,,0,0.5281,317
6,12,lunch,best_menu,,0,0.8475,508
6,12,dinner,best_menu,,0,0.7648,459
0,12,breakfast,baseline,,0,0.4816,289
0,12,lunch,baseline,,0,0.647,388
0,12,dinner,baseline,,0,0.7747,465
1,12,breakfast,baseline,,0,0.4669,280
1,12,lunch,baseline,,0,0.6667,400
1,12,dinner,baseline,,0,0.9126,548
2,12,breakfast,baseline,,0,0.4213,253
2,12,lunch,baseline,,0,0.655,393
2,12,dinner,baseline,,0,0.7763,466
3,12,breakfast,baseline,,0,0.4128,248
3,12,lunch,baseline,,0,0.7504,450
3,12,dinner,baseline,,0,0.7696,462
4,12,breakfast,baseline,,0,0.483,290
4,12,lunch,baseline,,0,0.6278,377
4,12,dinner,baseline,,0,0.7348,441
5,12,breakfast,weekend,,0,0.269,161
5,12,lunch,weekend,,0,0.7197,432
5,12,dinner,weekend,,0,0.9032,542
6,12,breakfast,best_menu,,0,0.5173,310
6,12,lunch,best_menu,,0,0.7675,461
6,12,dinner,best_menu,,0,0.8705,522
0,12,breakfast,baseline,,0,0.4364,262
0,12,lunch,baseline,,0,0.6798,408
0,12,dinner,baseline,,0,0.646,388
1,12,breakfast,baseline,,0,0.4363,262
1,12,lunch,baseline,,0,0.6524,391
1,12,dinner,baseline,,0,0.6824,409
2,12,breakfast,baseline,,0,0.4948,297
2,12,lunch,baseline,,0,0.682,409
2,12,dinner,baseline,,0,0.6591,395
3,12,breakfast,baseline,,0,0.4646,279
3,12,lunch,baseline,,0,0.552,331
3,12,dinner,baseline,,0,0.7485,449
4,12,breakfast,baseline,,0,0.47,282
4,12,lunch,baseline,,0,0.6423,385
4,12,dinner,baseline,,0,0.7675,460
5,12,breakfast,weekend,,0,0.3294,198
5,12,lunch,weekend,,0,0.5394,324
5,12,dinner,weekend,,0,0.7634,458
6,12,breakfast,post_holiday,holiday,0,0.3296,198
6,12,lunch,post_holiday,holiday,0,0.5457,327
6,12,dinner,post_holiday,holiday,0,0.6966,418
0,12,breakfast,post_holiday,holiday,0,0.3936,236
0,12,lunch,post_holiday,holiday,0,0.502,301
0,12,dinner,post_holiday,holiday,0,0.5993,360
1,12,breakfast,post_holiday,holiday,0,0.3667,220
1,12,lunch,post_holiday,holiday,0,0.5617,337
1,12,dinner,post_holiday,holiday,0,0.5385,323
2,12,breakfast,post_holiday,holiday,0,0.4018,241
2,12,lunch,post_holiday,holiday,0,0.5338,320
2,12,dinner,post_holiday,holiday,0,0.6625,397
3,12,breakfast,post_holiday,holiday,0,0.4196,252
3,12,lunch,post_holiday,holiday,0,0.5276,317
3,12,dinner,post_holiday,holiday,0,0.623,374
4,12,breakfast,post_holiday,holiday,0,0.3655,219
4,12,lunch,post_holiday,holiday,0,0.5718,343
4,12,dinner,post_holiday,holiday,0,0.6463,388
5,12,breakfast,post_holiday,holiday,0,0.3831,230
5,12,lunch,post_holiday,holiday,0,0.5639,338
5,12,dinner,post_holiday,holiday,0,0.6121,367
6,12,breakfast,post_holiday,holiday,0,0.3353,201
6,12,lunch,post_holiday,holiday,0,0.5963,358
6,12,dinner,post_holiday,holiday,0,0.7026,422
0,12,breakfast,post_holiday,holiday,0,0.4517,271
0,12,lunch,post_holiday,holiday,0,0.5848,351
0,12,dinner,post_holiday,holiday,0,0.6825,410
1,12,breakfast,post_holiday,holiday,0,0.3767,226
1,12,lunch,post_holiday,holiday,0,0.5326,320
1,12,dinner,post_holiday,holiday,0,0.6531,392
2,12,breakfast,post_holiday,holiday,0,0.3889,233
2,12,lunch,post_holiday,holiday,0,0.5022,301
2,12,dinner,post_holiday,holiday,0,0.6751,405
3,12,breakfast,post_holiday,holiday,0,0.4034,242
3,12,lunch,post_holiday,holiday,0,0.574,344
3,12,dinner,post_holiday,holiday,0,0.6196,372
4,12,breakfast,post_holiday,holiday,0,0.3567,214
4,12,lunch,post_holiday,holiday,0,0.4708,282
4,12,dinner,post_holiday,holiday,0,0.6453,387
5,12,breakfast,post_holiday,holiday,0,0.3698,222
5,12,lunch,post_holiday,holiday,0,0.4136,248
5,12,dinner,post_holiday,holiday,0,0.5701,342
6,12,breakfast,post_holiday,holiday,0,0.363,218
6,12,lunch,post_holiday,holiday,0,0.5573,334
6,12,dinner,post_holiday,holiday,0,0.5629,338
0,12,breakfast,post_holiday,holiday,0,0.3789,227
0,12,lunch,post_holiday,holiday,0,0.5542,333
0,12,dinner,post_holiday,holiday,0,0.7512,451
1,12,breakfast,post_holiday,holiday,0,0.3739,224
1,12,lunch,post_holiday,holiday,0,0.516,310
1,12,dinner,post_holiday,holiday,0,0.6168,370
2,1,breakfast,baseline,,0,0.4462,268
2,1,lunch,baseline,,0,0.6133,368
2,1,dinner,baseline,,0,0.838,503
3,1,breakfast,baseline,,0,0.5328,320
3,1,lunch,baseline,,0,0.6379,383
3,1,dinner,baseline,,0,0.8571,514
4,1,breakfast,baseline,,0,0.4847,291
4,1,lunch,baseline,,0,0.5966,358
4,1,dinner,baseline,,0,0.6988,419
5,1,breakfast,weekend,,0,0.3237,194
5,1,lunch,weekend,,0,0.7023,421
5,1,dinner,weekend,,0,0.7027,422
6,1,breakfast,best_menu,,0,0.4724,283
6,1,lunch,best_menu,,0,0.6869,412
6,1,dinner,best_menu,,0,0.9079,545
0,1,breakfast,baseline,,0,0.4495,270
0,1,lunch,baseline,,0,0.5188,311
0,1,dinner,baseline,,0,0.7386,443
1,1,breakfast,baseline,,0,0.5255,315
1,1,lunch,baseline,,0,0.5595,336
1,1,dinner,baseline,,0,0.7266,436
2,1,breakfast,baseline,,0,0.4662,280
2,1,lunch,baseline,,0,0.6619,397
2,1,dinner,baseline,,0,0.7569,454
3,1,breakfast,baseline,,0,0.478,287
3,1,lunch,baseline,,0,0.5923,355
3,1,dinner,baseline,,0,0.8027,482
4,1,breakfast,baseline,,0,0.4618,277
4,1,lunch,baseline,,0,0.6424,385
4,1,dinner,baseline,,0,0.713,428
5,1,breakfast,weekend,,0,0.2851,171
5,1,lunch,weekend,,0,0.64,384
5,1,dinner,weekend,,0,0.7612,457
6,1,breakfast,best_menu,,0,0.5471,328
6,1,lunch,best_menu,,0,0.7264,436
6,1,dinner,best_menu,,0,0.9513,571
0,1,breakfast,baseline,,0,0.4296,258
0,1,lunch,baseline,,0,0.6017,361
0,1,dinner,baseline,,0,0.8295,498
1,1,breakfast,baseline,,0,0.4424,265
1,1,lunch,baseline,,0,0.6586,395
1,1,dinner,baseline,,0,0.6236,374
2,1,breakfast,baseline,,0,0.5219,313
2,1,lunch,baseline,,0,0.64,384
2,1,dinner,baseline,,0,0.7541,452
3,1,breakfast,baseline,,0,0.4822,289
3,1,lunch,baseline,,0,0.5321,319
3,1,dinner,baseline,,0,0.6491,389
4,1,breakfast,baseline,,0,0.4243,255
4,1,lunch,baseline,,0,0.6998,420
4,1,dinner,baseline,,0,0.7311,439
5,1,breakfast,weekend,,0,0.2696,162
5,1,lunch,weekend,,0,0.546,328
5,1,dinner,weekend,,0,0.7687,461
6,1,breakfast,best_menu,,0,0.5152,309
